product_sku;title;content;rating;date
202863;So much fun;This excellent instrument is similar to a thunder tube, except it's all enclosed. It has an interesting sound that is popular with my young students. Remo instruments are always high quality and you won't be disappointed in your purchase.;5;11/29/2011 10:00
202863;Remo SR-2412-27 Didgeharp Shaker, Walkabout;This is a fun instrument, sounds a little like a digeridoo, but a lot easier to play! My students really liked it.;5;3/23/2012 10:00
202887;My favorite.;"I teach music for little ones, and found these to be an even better option than the Remo colorful nesting sound shapes.  8"", 10"" & 12"" are the perfect sizes.  Beautiful sound & feel, with the softer mallets, and very durable. Best of all - no more whining over colors & sizes, and no mallets in mouths! (unlike the tempting 'rainbow lollipop' mallets of the other set!).";5;8/7/2011 10:00
202908;My favorite;In orff I use them and I fell in love with these things!;5;6/18/2011 10:00
202908;Great for Kids!!;I am a music therapist and bought these to use with a young client. They have great sound and are made out of a silicone material that provides tactile stimulation along with the sound. I have a 8 month old son that also LOVES these. They are his favorite toy. I plan to buy several more sets for therapeutic uses and baby gifts!;5;5/1/2011 10:00
202908;Lots of Fun;"A friend of mine got these for my 6 month old daughter and she LOVES them.  Not only are they easy for her to grab and hold on to, she likes the sounds and is very pleased with herself as she's able to make them squeek.  And, as an added bonus, she likes to chew on them since she's teething ;-)



I'm ordering more.";5;4/25/2011 10:00
202914;High quality;This is a high quality item made in the USA. Chimes like this can be great for addressing environmental awareness, tracking and movement. They can be used to add sound effects to stories or as a musical reward. You won't be disappointed in this great item.;5;11/26/2011 10:00
203040;Great for Adaptive Use;I'm a music therapist and have clients with little or no grasping capabilities. I can attach these shakers to their fingers to offer them an opportunity to play along easily with the music. In some cases, I have used these with clients who were unable to handle any sort of physical or sensory stimulation provided by other instruments. The bands on these are loose enough for comfort but still stay in place, and all the client has to do is move their hands minimally to produce a sound. I also have clients who throw anything they pick up, but have tolerated these and gone on to participate.;5;8/19/2011 10:00
203254;WOWED!!!;OMGoodness!!! I was absolutely thrilled with the quality and workmanship of all 3 djembes!! They sound great too!! AND they were here right on time!!! Thank you! I love them!!!;5;4/30/2013 10:00
203574;Simply the best;We got a grant to purchase seven sets of these drums (to round out our set of 11 we already purchased from West). The product was delivered very quickly, were in perfect condition, and look and sound fantastic. They have a depth of tone that is easy for even the smallest children to produce. My students played these drums every day this school year and the drums look like they just came out of the boxes. The free shipping was a definite plus!;5;6/1/2018 12:17
203601;Lots of fun;Working well so far;5;8/2/2011 10:00
203603;For what it is, this is amazing!;"I bought this to be able to do Health Rhythms drum circles and to be able to throw a bunch of stuff over my back and jet to a party, etc with it anytime!!!!



This set is kick a__. It almost seems like it is endless. You start pulling drums out and they just never stop. I can't even tell you how many people have been like, ""You mean you put all that i that little bag!!!??"" Yep.



Also, these are good quality drums and percussion instruments. I think it is totally worth the money and more... great stuff. HIGHLY recommended. Sometimes I go to my drum circle and don't even bother bringing my djembes. I just grab this up. Fun stuff!!!!";5;10/2/2010 10:00
203610;Loud and Proud;Just got this drum and being new to djembe, the Apex delivers..Bass, Slaps, and Tonal Variation ability that makes it a joy to explore and play colorful rhythms and solos. It's Light, easy to keep looking and sounding good.If you play outdoors or in a drum circle...you will be heard..enjoy!;4;3/16/2012 10:00
203612;Awesome;My niece is a premie and will be celebrating her first birthday in February. I figured that this would be the best way to start her off with music and with her movement skills. She took to it like a fish in water. The smile on her face as she played and heard the music she was making was awesome.;5;9/19/2011 10:00
203739;the best Shekere ever;This is by far the best Shekere I have ever played, you have to try it to really know. I love it!;5;5/26/2011 10:00
203746;YES, great drum!;"I agree with Michele, this drum is brilliant. The FAT-ness of the head's construction gives it a soft, yet BIG attack. For such a reletivley smalll drum, this thing is a sound monster. What I found is, depending on where you smack it, there are many tones and sounds. When you find the ""sweet spot"" it actually is disconcerting, as the sound is so deep and big.



Amazing drum.

Makes a great BASS element in any drumming group... unless you have a whole bunch of people going wild, then maybe you want something with more shell in order to carry more volume.";5;4/30/2011 10:00
203746;Wonderful for Journeying;Nice full deep sound. Rope is slightly frayed so not sure how long it will hold up. Overall very happy with the drum.;5;8/18/2011 10:00
203746;Beautiful deep tone;This drum fully met my expectations.;5;5/28/2013 10:00
203746;Excellent value;"Well constructed, very durable. Big and boomy sound for its size. Play around and find the ""sweet spot."" Kids and teens love to play with it. They think it looks cool as well.";5;11/8/2012 10:00
203746;Remo Bass Buffalo Drum;Wonderful instrument with an incredible tone.;5;6/10/2012 10:00
203746;Beautiful vibrations;It has a powerful deep bass vibration that resonates for a good period of time. I took this to a couple drumming circles and it everyone loved it. A leader of one of the drumming circles liked it so much she asked me where I purchased it and bought one for herself.;5;7/11/2012 10:00
203746;Great Drum!;Love this buffalo drum. It creates a very deep tone with vibrations you can feel. As a therapist my clients love this drum. West Music is the best place to buy it too.;5;6/14/2012 10:00
203746;Deep sound;A fantastic drum, with a lot of variety of sounds. Of course, all sounds are bass and deep. A marvel. A ship that transports you beyond yourself.;5;6/24/2020 16:55
203746;Buffalo drum bass;I love this drum my friends also love it and want to purchase one. The price is great! The sound is so nice I love the bass.;5;4/5/2013 10:00
203746;Durable, deep-sounding drum;This drum's shell and head construction seem very strong and produce a deep, satisfying sound. In order to improve the sound, dampen the head to accentuate low tones and use a heavier mallet.;5;9/29/2011 10:00
203746;Must be felt - not just heard!;After testing a number of drums at Remo - ranging from Shapes and Frame Drums to Sound makers - This Drum stopped me in my tracks! The Pure tone of the Bahia Bass head, coupled with the sharp looking texture of the black earth frame - made it a must have for me!;5;4/5/2011 10:00
203746;Bahia Buffalo Drum;Lovely tone, well made, and durable!;5;8/6/2012 10:00
203746;Buffalos Bass drum;Oh I love the sound of this bass drum!;5;3/18/2013 10:00
203761;Fun percussion instrument;My clients love this instrument for the fun sounds it makes, interesting look and all the different ways it can be played. Easy to play too!;5;9/12/2012 10:00
203761;Better than expected!;At such a reasonable price, I had low expectations for the quality of this little instrument.  It was delivered promptly, was of much better quality than expected, and made a great stocking stuffer for our Music Director!;5;3/4/2013 10:00
203761;Two Tone Agogo;Nice instrument -- the two tones worked great for what we needed.;5;1/2/2012 10:00
203761;Two tone agogo;Awesome!  Nice tone!;5;1/4/2012 10:00
203761;Great sound;This agogo has a great sound and seems pretty sturdy for getting a lot of usage.  It is a bit bulky to do fast sounds with it but I guess I just need more practice.;5;5/21/2013 10:00
203761;Great construction!;I was quite surprised by the quality of this instrument. It's beautiful to look at and has a great sound. It seems very sturdy. What a great buy!;5;10/10/2011 10:00
203762;Single Bell Jingle sound is just right for my needs;The sound of the bell is great for a large class.  I've had other bells that are so shrill that with 24 pairs (kids and adults) all playing at once it was way too much.  These are just what I was looking for.;5;9/23/2019 14:05
203763;good quality and sound;We bought several for our playgroup of 0-5 year olds.  They are a perfect size for this age group and the bell sounds are strong and clear. We will get a great deal of use out of these.;5;1/20/2012 10:00
203763;Great!;Great quality and fast shipping!;5;12/4/2011 10:00
203763;5 sleigh bell on the handle;The kids loved the musical instrument;5;5/4/2013 10:00
203763;Buying more;Bought these for holidays and have enjoyed their sound.  Very nice wooden handle that allows students to be in better control of the beat.  Good value for price;5;6/6/2011 10:00
203764;Sturdy blocks;Well these seem nice and sturdy and add a unique sound to our shakers and scrapers collection. The kids enjoy them too!;5;10/12/2011 10:00
203766;Guiro Crow Sounder;Very nice Guiro and rich wood block sound.  The handles make it easy for young players to hold and play. For the money, this is a sturdy and versitile classroom instrument.;4;5/8/2011 10:00
203766;Check for flaws;The one I received was defective as the side slits were cut wrong. West was quick to respond and send out a replacement (which was appreciated!).;4;10/11/2011 10:00
203766;PS/PK students love them!;As a preschool music teacher, I am constantly stretching my budget to give the best quality experience.  After purchasing a few crow sounders last year, I have come back to fill out my basket so that all the class can have one at the same time.  They love the versatility of the sounds they can make with this guiro.  These instruments have been sturdy enough for my 2 1/2 - 5 year old students to use respectfully.  However, I would not recommend them for toddler classes as they might easily crack if thrown or stepped on.  But for my purposes, great instrument at a great value.;4;3/9/2012 10:00
203769;CASTANETS WOW;have searched all over and purchased many. however Basic Beat Castanets on a handle are by far the very best very easy to play keep a good snappy beat. WONDERFULL;5;2/12/2012 10:00
203770;Castinets;Very efficient;5;10/30/2012 10:00
203786;Good Glock;This model of the Alto Glockenspiel is suitable for classroom use.  I was just expecting a larger sound and more pure tone ring.;4;12/15/2012 10:00
203811;Baby maracas;Very pretty. Sound pretty good;5;5/23/2012 10:00
203811;Sound great and good size for small hands;Great quality.  Used successfully in our group of 0-5 year olds. The younger ones especially liked these light weight, great sounding, instruments.;5;1/19/2012 10:00
203811;Maracas;The maracas are 5 inches long. We like the maracas when working with infants and toddlers  who are blind or have low vision.  The two colors are not overwhelming and offer visual contrast.  The maracas are fairly light so little hands can hold them.;5;7/15/2011 10:00
203875;Durable;So far so good. I play very hard and the tambourine is still holding up.;5;1/3/2012 10:00
203878;Excellent product;Excellent product, fast shipping, very satisfied;5;7/7/2012 10:00
203878;Great sound;As a music therapist, I highly recommend this tambouring! Clients love it!;5;12/22/2011 10:00
203882;Perfect;These are great sounding bongo drums. I really like how light they are. And the size is perfect.;5;9/13/2018 13:29
203886;Very durable drums;I bought three sets of drums (9 drums), one set had manufacturing defects and West Music has given me excellent service in replacing them.  The other two sets I have been using with my classes of young children.  The children have loved them and they have shown that they are very durable.  A couple of times drums were accidentally dropped and you would never know it.  I like how the drums are different sizes producing different tones.;5;1/7/2013 10:00
203886;Drums for PK classes;"This was a fantastic buy.  The PK-3 class is singing ""Ants Go Marching"" and will use the drums to play the boom, boom, boom at the end of each verse with these drums.  Just the right size for their little hands.";5;5/22/2012 10:00
204005;Unique for the classroom;My students are fascinated with this latest addition to our set of classroom instruments!  It is a neat way for me to expose them to music and instruments from a different part of the world.  The stand is easy to assemble, but it is not quite as solid of a base as I would like.;4;5/13/2011 10:00
204042;Shaker to the next level!;"This new shaker breaks all the old standards.

It not only can perform precision control

but can also achieve complex rhythms by

playing with lateral, circular and arc motion combinations. No other shaker has ever been able to syncopate 1/8, 1/16, and 1/32 combinations. How cool is that? Worth learning the tricks. Look for advanced demonstration videos on YouTube at QubeTubeTV.

http://www.youtube.com/user/QubeTubeTV#p/a/u/1/9nWq0EAW9Ck

The Co-inventor";4;3/13/2011 10:00
204043;Out of the box & into to Qube!;"This new shaker breaks the old standards.
It not only can perform precision control
but can also achieve complex rhythms by
playing with lateral, circular and arc motion
combinations. No other shaker has ever been
able to syncopate 1/8, 1/16, and 1/32 combinations.
How cool is that? Slight learning curve to get smooth
but worth learning. Look for advanced demonstration
videos on YouTube at  QubeTubeTV.
http://www.youtube.com/user/QubeTubeTV#p/a/u/1/9nWq0EAW9Ck
The Inventor";5;2/27/2011 10:00
204120;Great;This is a great little tambourine for group instrument playing. It's not too loud, so it won't drown out other instruments.;5;11/30/2011 10:00
204128;Yup!;These are great little claves. Simple, affordable, good sound.;5;7/11/2011 10:00
204133;Basic Beat BBC01 Plastic Finger Castanets;"My young students have a hard time remembering ""Castanets"" and when they first seem them, call them ""clappers,"" or ""seashells.""  I love the bright colors, and my students love having one in each hand to dance with while they play.";5;5/16/2011 10:00
204133;simply fun!;I have these mixed in with other simple percussion for jamming with my daughter.  The sound is bright and although I need to tighten the elastic every once in a while, it's easy to tighten them right up.;5;5/19/2011 10:00
204133;Great price, easy to use;Excellent price and easy for children to handle.;5;1/8/2013 10:00
204133;Castanets are great!;These castanets are a great addition to our therapy instrument collection. They have a unique sound and are excellent for addressing fine motor skills.;5;12/1/2011 10:00
204133;When you need a castanet sound but don't play castanets....;The plastic castanets have a great sound but are really easy to play.  I use them for a number of the songs our band does.  The audience loves the quirkiness.;5;10/29/2011 10:00
204134;Castanets;Nice sound for kids ears. Built well. I'm always looking for solid instruments that have a relatively mellow sound, so that kids can sing and play at the same time. Thanks.;5;1/25/2012 10:00
204134;They can take a lickin' and keep on clickin'!;I use these castanets frequently with my students (ages 6-21). The kids are very hard on instruments and I have found that these stand up to the challenge. The only part that I've had trouble with is the plastic cable tie that holds the red parts to the handle. I got a pack of 100 replacement cable ties at the hardware store for just a few dollars, and now I'm able to repair them quickly and easily!;5;7/22/2011 10:00
204139;Cheap Maracas - Don't Waste Your Money;"I would not recommend these maracas. They are made from cheaper plastic than previous models I have purchased from West Music and break easily. I work with individuals who have developmental disabilities who range in age from 3 to adult. Some individuals like to tap their maracas together during a song. These maracas cracked and broke very quickly the first time they were used.  I have used the Hohner mini maracas for 4 years and they are still going strong.  I don't know why West Music switched to this shoddy brand.   They were kind enough to replace one pair which broke after the first time they were used; however, the others that I purchased have scratches all over them.  Basically, I can't use this brand with my clients. I would give no stars if that was possible.";1;8/30/2011 10:00
204139;My go-to for value maracas;I have used these for severals years in my music therapy practice with patients who have dementia. They are sturdy, light but not flimsy, and have just the right amount of sound.;4;9/2/2019 17:58
204141;Perfect instrument for little hands;I can give all 19 students in a class one of these and we can play along to songs without it being too loud. Great for pre-K and kindergarteners to experiment with different ways to make a sound - shake tap or scrape!;5;9/5/2018 21:37
204142;Great for younger students!;I really like this chime tree!  It's perfect for my younger students who don't need the larger size, and I love the portability and the fact that it can be set on the floor and students can play it sitting down!;5;7/1/2012 10:00
204144;bringin' folksy back!;My students love these spoons! The metal parts bend when pulled, but they have endured much bending and haven't broken or snapped yet!  They seem to be very sturdy and provide a great opportunity to discuss folk instruments. Wonderful!;5;7/5/2011 10:00
204152;Excellent!;This set of instruments is perfect for my 0-4 year old music class!;5;7/12/2012 10:00
204155;durable and affordable;I appreciate that Basic Beat and Westmusic offer quality instruments at an affordable price.;5;12/21/2011 10:00
204155;Dashing through the snow...;"It was time to replace my falling apart jingle bells and these are perfect. They're durable and have a pleasing tone. Get a class set and, ""let it snow, let it snow, let it snow...""";5;10/13/2011 10:00
204156;Jingle Bells Review;These jingle bells exceed my expectations. They create a beautiful sound that is crisp and clear. The jingle bells are made to last. I hope this is a purchase I can use for the next 20 years with my students. The handles are wide enough for my first graders to grip and wide enough for my sixth graders. Wonderful product that I will buy again.;5;2/3/2013 10:00
204158;Great Quality For Music Classroom;I purchased 2 of these for my elementary music classroom.  We do a lot of World Drumming.  These agogo bells have a nice sound quality, and the construction is solid.  I am very pleased with the purchase.;5;12/14/2011 10:00
204197;Excellent!;Nice surprise to find good quality wood and sound.;5;7/18/2012 10:00
204197;Tone/Slit Drum;"This is a great little drum to introduce tone/slit drums to students.  The children are able to hear the difference in tone according to the ""tongue"" played and distinguish the subtle high/low pitches.  The ""on sale"" price and free shipping made this an unbeatable value!";5;6/2/2011 10:00
204197;Slit Drum;Love this slit drum!  It is a great size for the earlychildhood and young elementary age clients I work with in music therapy.  This instrument is a super addition to my tone blocks, but has more versatility.;5;7/9/2011 10:00
204198;Must have handbells;These are very useful in the classroom and work like a charm with my special needs class as they make joyful music!;5;12/28/2012 10:00
204346;Check the size;I ended up returning this product because it was too large for the music therapy clients I work with to handle. Still a good instrument though.;4;9/11/2012 10:00
204376;Poor construction;I was unhappy with the construction of the instrument. It arrives unassembled and keeps falling off the handle/stick when used by students. I will try wood glue. The block itself has an okay tone but is not the nice smooth and varnished one pictured.;1;9/8/2011 10:00
204379;Westco Cowbell;Perfect for small, elementary student hands with authentic sound!;5;4/13/2013 10:00
204380;Gift purchase;I purchased this item as part of a fundraiser for a private Christian school.  The music teacher had selected this as an item needed in their classroom.  She was thrilled to get it and said it is the perfect instrument for the children (regardless of age).;5;5/22/2013 10:00
204380;Excellent drum;High quality. Well done and the sound/acoustic of the drum is amazing;5;1/26/2013 10:00
204409;Good tone;I bought this toy slit drum and the other one made by Horner, and I feel this drum has best the sound out of the two. It has a more pure tone with some depth.;5;5/11/2012 10:00
204432;Westco Bag of Rhythm Kit;my two year old granddaughter loved everyhing!  She's too young for the kazoos which I actually felt were a lesser quality the other items are.  Still a good value for the price.;5;3/31/2012 10:00
204463;Table Top Steel Drum Kit - best family gift EVER!;Purchased this steel drum as a gift for my 34-year old son, at his request. It was an immediate hit with him and his whole family. Even the 5-year old has learned to play the songs supplied in the directions! The instrument's tone is surprisingly melodic (not tinny), the mallets supplied work perfectly and the note markers on the head are very easy to read. Wonderful investment that has yielded quality time together for this family.;5;5/29/2012 10:00
204464;beautiful sound;I absolutely love this little drum. Great sound and easy to set up.  I teach preschool, and kids are instantly attracted to it for its size, color and as soon as you play for its sound. It's easy to learn, and easy to play. Very enjoyable instrument overall.;5;6/8/2013 10:00
204480;Remo Versa Drum Sample Package;I love the sound of the drums and the portability!;5;5/2/2012 10:00
204490;Was purchased as a gift for a very good friend;All I've heard is heaps of praise for this item. The person who received it told me it made their rather bad year end on a very excellent and uplifting note!;5;3/1/2013 10:00
204509;Acousti-Blox;I love the sound and durability of the Acousti-Blox.  It had a nice sound that cuts through a large group.  I definitely prefer the Acousti-Blox sound over a cowbell.;5;6/9/2013 10:00
204534;Excellent first instrument;We purchased this for my toddler. It’s tuned well. Loud though. The mallet is painted and the paint did chip when we teethed on it. I just used a baby food spoon in its place.;5;5/15/2019 20:17
204550;Just what Grandpa ordered.;We ordered a number of small percussion instruments to be delivered for a 2 year old grand-daughter's birthday. We got to watch the opening via internet and they were all very enthusiastically received.;5;8/15/2012 10:00
204552;Intriguing rhythm instrument;This is a favorite in my bag of instruments, unlike the usual assortment of tambourines, maracas and egg shakers. I perform with kids and share this bag with them. They naturally gravitate towards the bright colors, the novelty and mystery of how it makes sound and its pleasant tone. It stands up to abuse, as well. I will purchase more.;5;1/26/2012 10:00
204576;Instead of drum sticks!;I teach Drums Alive. I also have the Rhythm Pals. These are a fun alternative to Drumsticks. Students can also drum on the floor, tables, etc. my adults had a blast with these.;5;5/29/2013 10:00
204576;BoomWhackers;These boomwhackers work great as drumsticks.  They are very well made and durable.  Drum sticks are fun to use, but can potentially leave blisters.  So, I am happy to have a nice set of boomwhackers for my younger students!;5;4/16/2018 10:00
204616;Study and fun;Our group loved these, but work best when using the mallet.  We will be ordering other small drums that can be played with hands.  These are easy to carry and the colors and shapes will be great for developing learning activities. They are study and will take abuse of our 0-5 age group.;4;1/17/2012 10:00
204754;These Work For Us!;"I have used this glockenspiel in my K-5 classroom for six years now.  This has been a good low-budget barred instrument for us.  The mallets work well and have held up well.  The soft prongs that hold the bars on are quite sturdy – with a good amount of care, none of them have broken.  Some kids prefer to remove the bars they are not playing; and sometimes I have removed the bars for them.  They sound fine, but too ""clicky"" for a performance.  I appreciate that they aren’t overly loud when the whole class plays together.";5;11/17/2012 10:00
204757;Ocean Disc;I bought this for a little boy age 9, who is blind from being a shaken baby at 3 weeks of age. He loves percussion instruments and drums and since he is blind, needs help with grasping/ spatial skills. He loves this disc and started playing it right away for some of our songs we are learning.;5;7/31/2012 10:00
204757;Too much Treble;"I took out the beads and used it empty as a regular drum.
Just found it extra trebley!  A personal issue, yes, but I bought two and barely use them.";3;1/30/2020 10:18
204759;Timber T-18 Drum;This drum far surpassed my expectations. My kids loved using it as soon as I opened the box. I will definitely order this brand of drum again aswell as more from this company;5;1/11/2012 10:00
204784;paddle drum and mallets;The paddle drum has a tinny like sound to it.;5;9/1/2012 10:00
204786;More Than Meets The Eye;It's impossible to realize how much paddle drums can supercharge the energy in a room until you use them. I have found that they invariably get tired, non-participatory STAFF moving and laughing in no time. They are magical!;5;6/15/2011 10:00
204786;Always good quality;Remo makes great products, including these paddle drums. This set is a good value and a great way to start a collection. This set includes quality mallets and a key to adjust the tuning. You can't go wrong with Remo products.;5;11/24/2011 10:00
204790;Little drummer girl approves;The beginner drum set is fun for parents and kids alike. It is lightweight but sturdy enough for some energetic drumming. The drums come out of the wood base so it doesn't really sit on one's lap that well. When you set it over your lap the drums are pushed up and out. However, it fits on our high-chair tray quite well.;5;5/28/2012 10:00
204796;Perfect for Our Students;This was the perfect item to help get our percussion class started for our special needs students.  They love it and we are all having a great time making music together.;5;11/9/2012 10:00
204871;So neat!;This looks great on my coffee table.  This PLAYS great when I do drumming.  AND it is beautiful.  I really like the tiny size and the big sound.;5;4/7/2012 10:00
204897;Cool!;These drums are fun, “ basset” and easy to store. My students are really enjoying playing them in our music class!;5;3/30/2013 10:00
204923;"Hohner HO359DB Tactile Single Egg Shaker; Various Colors";these shakers are light weight yet sturdy and very attractive with the various colors they come in! The kids LOVE the tactile stimulation!;5;4/29/2012 10:00
204923;Well made!;"My one year old loves these! Great ""toy"" for learning rhythm.";5;4/23/2012 10:00
205014;Remo AG-2056-71 agogo;I bought this product years ago, it has a very nice sound, it's a high quality instrument and the weather's changing conditions didn't effect the sound even though it has a skin head not plastic one.;5;4/6/2019 22:21
205036;Exactly as advertised;I wanted some durable rhythm sticks for a collaboration with the PE teacher, and these fit the bill. Sturdy, plastic, and exactly what we wanted.;5;5/4/2012 10:00
205078;Great prop;The sound is beautiful and enchanting and goes very well with pretty much any good children song. It is a fun prop to play with and a great tool for musical development. They are not too heavy so little hands can handle them. No little parts coming off or anything I need to be worrying about during classes.;5;5/20/2013 10:00
205084;review- Hainen;Perfect set of sound shapes!  I love the colors, not just because they are beautiful, but because you can call our different sections in your classroom or group.  Essential for the classroom! :);5;8/13/2019 16:05
205104;Perfect size for our group;This drum is a good size, as we are a nomadic group.  We are sometimes outside at the park and at others in various indoor locations.  Our group is mostly 0-5 year olds.  The drum is big enough and sturdy enough for the smaller children to lay on and feel the beat.  2-3 children can play at the same time.  It was well loved at our introduction event.  I think it will last us many years.;5;1/16/2012 10:00
205105;Palm Tambourine is durable enough to play with drum sticks.;I was looking for tambourines to use with my crash cans (Artie Almeida) and saw the palm tambourine. My students will be playing them with drum sticks and they are just the right size to fit in the crash cans. The price is fabulous too.;5;11/19/2012 10:00
205132;cleanable rhythm sticks;My rhythm sticks get nicks and I have individuals who put them in their mouths.  These sound good and are washable and cleanable.  So far, my individuals like them.;5;3/21/2013 10:00
205132;No more splitting;Love these plastic sticks! My wooden sticks would often split and I couldn’t use them.  The red plastic sticks have a good sound and shouldn’t split.;5;12/22/2012 10:00
205178;Great set;One stop shop right in this set for your Cardio Drumming needs. I was skeptical with this great price but it's a good sturdy bucket, ball and drum sticks.;5;5/1/2020 20:54
205188;Excellent sound.;These drum lids are perfect for classroom music with a very pleasant mature sound. Can be used on desk top or placed over a 5 gallon pail. Great for use with special needs kids needing physical adaption as well as playing in typical settings. Mature sounding drum instruments can be played with stick or by hand. I had 14 in my last program. Rebuilding my stock in my new venture.;5;11/23/2018 15:20
205226;CajonTab;This is an amazingly musical instrument easy to play and fun. I have two and they complement each other. If you can afford the small and large one? Get them!;5;7/19/2019 15:02
205315;New Favorites for My Fleet;I'm a full time drum circle facilitator and the new Festival line from Remo are fantastic.  Lightweight, stacking, and easy to sanitize make them wonderful for me to use.  Great look, feel and sound make them wonderful for my clients to play.  I recommended adding a strap so that the three drums can be linked and transported more readily.;5;11/7/2018 14:44
205386;great;i love it;5;4/14/2020 10:09
205535;Very Nice Drums;"I'm very pleased with this order. I'm in love with the sound and can't stop playing the 12"" and 14"" drums. The 10"" one has been a bit difficult for me and I haven't found the right way to hold it, but getting these has been worth it The shipping was fast and they arrived safely. Totally recommend!";5;3/29/2021 21:36
212608;Korogi EKO32;This is the best, cheapest beginner unit that I have found on the market.  We have moved our 5th graders to this instrument across the whole district.  The bar response is closer to a full sized instrument and the sound is far superior to a steel bell set.;5;4/19/2011 10:00
215240;Best cymbal I've ever played!;This cymbal is so incredibly versatile. The bell has a rich, full sound. Move down the cymbal about two inches, and you have a GREAT medium dry ride sound. Move down towards the lathed edge, and you have a beautiful crash sound that also can be used as a wet ride. I, in my 10 years as a professional percussionist, have NEVER been as impressed with any other cymbal. Buy it!;5;4/29/2011 10:00
217497;Sweet;I been drumming since late 60s and all my equipment Ive keep in good order and been the only owner . I have Zildjian Ks from 1968 , a 20 in med 14 in hats and a K Zil Constantanople 20 in . i wanted to add a 16 & 18 to the set and tried these . was a little leary , but to my suprise these really rocked and sounded tuned with my set . Since then their my 2 go to cymbals and been on stage a few times now , never a complaint and never have a problem with untuned/unmatched drum set & cymbals ... Try them , you will be suprised . Sal , Drummer for original late 70s E X I T ,& Studio Fill Ins ( no credits ).ENJOY !;5;10/18/2019 13:12
250922;excellent!;This bag is a safe, snug fit! Very sturdy!  The straps are a little long and may seem awkward on a short frame, but you can't beat the quality of this case!;4;7/6/2011 10:00
250941;Frame drum bag;Good bag for the price, holds several frame drums comfortably.;5;8/7/2012 10:00
250941;Love my drum;Have had other drums, but this one is the best.;5;6/5/2012 10:00
250942;great bag, very useful;great for organizing and store our drum circle percussion items. mesh pockets/dividers inside are very versatile.  the padding is not that thick, but adequate.  love the little window where I put a picture/list of items so kids can help put the correct items back. I love Basic Beat bags. We have many different kinds of bags from this line. If I had a store, I'd definitely sell these! Proud to be a user! I l researched on long for a long time to find bags for my drum circle gears, and so happy to find Basic Beat bags at West Music.;5;1/2/2013 10:00
250943;great design, great value;These bags are awesome. Compartments on the inside are ver useful.  A little pocket in the front allows us to put a list or pictures of content or name card.  So glad I found it at West Music. The entire line of Basic Beat bag are awesome.;5;12/31/2012 10:00
250957;Spacious Bag;This bag is perfect for holding everything I need for gig. Its also great for organizing all my tambourines, castinets, and triangles.;5;4/22/2011 10:00
251341;Best bag ever!;This really is the best bag. Nothing gets crammed or is in risk of getting broken. I have mallets and sticks in my bag and it really is the best! The only thing that bugs me is I never know what side to open, so I open both sides, but that's just me.;5;4/10/2011 10:00
251497;Padded Trap Table;I have so many percussion gears, really difficult to place them and have easy access to grab and play. Luckily I have one of these, Sabian 61138 Tom Gauger Stand Pad, to help me out. Just provide a standard large music stand put on the pad and voila. It fits and velcro-ed so you won't miss and slip the mallets away.;5;3/15/2012 10:00
251594;excellent product;Very good construction, good padding. highly recommended.Great companion to Sound Shape. Now we are read to go anywhere!;5;1/1/2013 10:00
251594;Drum carry bag...;It’s a double carry bag for my buffalo drums. I love it because it carries two!;5;4/6/2013 10:00
251630;Clave Companion;"This seemingly simple tool is more than a ""companion"" - it is truly the ""partner"" that young claves players need!  No more dropped instruments, dull-sounding tones, yelps (from accidentally hitting fingers instead of the clave), or frustration from players who just can't seem to find the correct position to hold a pair of claves.  It fits perfectly in the hand, and does exactly what the description says - offers the ability to produce a pure resonance with ease.";5;7/10/2011 10:00
251962;Very useful;My Ludwig conga was up on a stand that made it too high for my elementary students.  This set of rubber feet brought it down to a playable level and allowed some space to let the sound out. They make the conga just the slightest bit wobbly, though.  That's why four stars instead of five.;4;7/16/2011 10:00
252362;Roc n Soc Bracket complete;Excellent phone support prior to purchase to tell me idem comes with bolts (as was not pictured) Bracket arrived complete with hardware.;5;3/14/2013 10:00
252406;Treeworks bar chime mount;This item works as described and will adjust to fit a wide variety of stands and bar chimes.;5;3/14/2012 10:00
253119;LP Aspire bongos (LPA601;I just want to say Thank you for the speedy delivery of the Bongo Skin.,.....it was just like yesterday that I ordered it and a few day later it was delivered. I was a little spectacle at first never have dealt with you company and had been taken by others online in the past so you cant blame me I was a little leary, but I am happy with not only the skin but the professional manner in which my order was looked at and taken care of ...........Thank you so very much......and I know if I have any problems I can contact you with ease. Happy Holidays and I will refer you to musicians I know .......Thanks again!;5;1/21/2013 10:00
253394;remo Black max 13 inch snare head;Excellent sound. We are a marching drum line and this really improved the overall sound of our snare drums. So far the seem to hold up well.;5;6/30/2012 10:00
253916;Great Mallets;These mallets produce a bright tone that is great for my percussion ensemble. They are easy to clean, and easy to use! Great mallets!;5;10/27/2012 10:00
253916;Great for Fiberglass Bass Xylophones;I was not pleased with the sound of my fiberglass xylophones, but these mallets give a much fuller and more focused sound.;5;8/20/2012 10:00
